Name,predicted_redox_potential,MW,TopoPSA,LipoaffinityIndex,dipole_moment,nRing,VABC,LUMO,HOMO,nAtom,nHeavyAtom,topoDiameter,capacity_proxy_mAh_g,screen_score,screen_rank,passes_mw,passes_polarity,passes_complexity,passes_electronic,passes_all,pareto_frontier
141333781_b3lyp_prop_3,1.101341,188.047344116,43.370000000000005,2.097774111866969,1.24386,2.0,184.6513000806169,-1.892,-9.656,22,14,7.0,285.05035548825964,0.33935465200969667,291,True,True,True,True,True,False
141333781_b3lyp_prop_1,1.0995822,188.047344116,43.370000000000005,2.149215876795162,2.54947,2.0,184.6513000806169,-1.885,-9.694,22,14,7.0,285.05035548825964,0.33903430684635133,294,True,True,True,True,True,False
141333781_b3lyp_2,1.5640067,175.02694302,67.16,0.963366332199546,4.73591,2.0,161.0560910370503,-2.524,-10.149,18,13,6.0,306.2554905204725,0.44028599451008754,75,True,True,True,True,True,False
141333781_b3lyp_1,1.6376988,175.02694302,67.16,0.9292160827664396,4.32671,2.0,161.0560910370503,-2.54,-10.148,18,13,6.0,306.2554905204725,0.4537077982229324,60,True,True,True,True,True,False
141333781_b3lyp_0,1.2226123,175.02694302,67.16,0.7407582142857142,2.8758,2.0,161.0560910370503,-2.295,-10.318,18,13,6.0,306.2554905204725,0.37810663769665676,190,True,False,True,True,False,False
141333781_b3lyp,1.1128235,150.031694052,43.370000000000005,1.1404880555555554,1.19833,2.0,138.03626360461683,-2.0,-9.795,17,11,5.0,357.2775914288514,0.3982070738116676,154,True,True,True,True,True,False
141265078_b3lyp_prop_2,1.2096554,184.052429496,34.14,3.0265590081727134,2.75088,1.0,200.2405993051225,-1.897,-10.271,22,14,8.0,291.2374611716486,0.3639445787773316,233,True,True,True,True,True,False
141265078_b3lyp_prop_1,1.2835997,184.052429496,34.14,3.0270517835097,2.16513,1.0,200.2405993051225,-1.914,-10.277,22,14,9.0,291.2374611716486,0.3774123078689759,196,True,True,True,True,True,False
141265078_b3lyp_prop_0,1.2630883,184.052429496,34.14,3.013768862433862,2.12674,1.0,200.2405993051225,-1.926,-10.067,22,14,7.0,291.2374611716486,0.3736764973507111,204,True,True,True,True,True,False
141265078_b3lyp_3,1.5678338,171.0320284,57.93,1.8602367526455024,3.42998,1.0,176.64539026155586,-2.533,-10.985,18,13,7.0,313.4089140516145,0.44660468916529183,65,True,True,True,True,True,False
141265078_b3lyp_2,1.6281296,171.0320284,57.93,1.858807605111489,3.90608,1.0,176.64539026155586,-2.547,-10.987,18,13,8.0,313.4089140516145,0.45758657674425607,53,True,True,True,True,True,False
141265078_b3lyp_1,1.6280264,171.0320284,57.93,1.853740307067272,3.63436,1.0,176.64539026155586,-2.504,-10.97,18,13,6.0,313.4089140516145,0.45756777147882943,54,True,True,True,True,True,False
141265078_b3lyp,1.1108223,146.036779432,34.14,2.058423076341648,0.643783,1.0,153.62556282912243,-2.03,-10.536,17,11,6.0,367.05111203748754,0.405523290542797,135,True,False,True,True,False,False
141161619_b3lyp_prop_3,1.9492514,198.031694052,51.21,2.478391802721088,3.04136,2.0,196.67436730488365,-2.586,-9.923,21,15,7.0,270.678703959446,0.4824932909629638,26,True,True,True,True,True,False
141161619_b3lyp_prop_2,2.0890226,198.031694052,51.21,2.4402199971655323,5.39337,2.0,196.67436730488365,-2.538,-10.143,21,15,7.0,270.678703959446,0.507950345339566,19,True,True,True,True,True,False
141161619_b3lyp_prop_1,2.0882049,198.031694052,51.21,2.492617001842404,5.1449,2.0,196.67436730488365,-2.554,-10.41,21,15,8.0,270.678703959446,0.5078013933322723,20,True,True,True,True,True,False
141161619_b3lyp_prop_0,1.9278331,198.031694052,51.21,2.505459761904762,2.96908,2.0,196.67436730488365,-2.541,-10.408,21,15,7.0,270.678703959446,0.4785923159740264,31,True,True,True,True,True,False
141161619_b3lyp_3,2.1504486,185.011292956,75.0,1.3955836309523808,5.14908,2.0,173.07915826131696,-3.155,-10.994,17,14,6.0,289.72805623079955,0.5306877766108823,13,True,True,True,True,True,False
141161619_b3lyp_2,2.4878724,185.011292956,75.0,1.3447635978835977,1.77469,2.0,173.07915826131696,-3.065,-10.943,17,14,6.0,289.72805623079955,0.5937471882582395,1,True,True,True,False,False,True
141161619_b3lyp_1,2.373868,185.011292956,75.0,1.404873532690854,2.49721,2.0,173.07915826131696,-3.109,-10.995,17,14,7.0,289.72805623079955,0.5721994195582573,3,True,True,True,False,False,False
141161619_b3lyp_0,2.161396,185.011292956,75.0,1.437128630952381,4.86852,2.0,173.07915826131696,-3.107,-10.988,17,14,6.0,289.72805623079955,0.5335367910533461,10,True,True,True,False,False,False
141161619_b3lyp,1.2816118,160.016043988,51.21,1.494336111111111,2.83069,2.0,150.0593308288836,-2.694,-10.614,16,12,5.0,334.9849237174537,0.4114299794827,119,True,True,True,True,True,False
14080455_b3lyp_prop_2,1.3622369,204.042258736,52.6,2.023712875409423,1.61346,2.0,193.44152678117808,-1.85,-9.247,23,15,8.0,262.70519950596633,0.3693121701997842,209,True,True,True,True,True,False
14080455_b3lyp_prop_1,1.2784052,204.042258736,52.6,2.0372055428004536,3.33687,2.0,193.44152678117808,-1.864,-9.259,23,15,8.0,262.70519950596633,0.3540436208767022,252,True,True,True,True,True,False
14080455_b3lyp_prop_0,1.2776525,204.042258736,52.6,2.037205542800453,2.49854,2.0,193.44152678117808,-1.848,-9.213,23,15,8.0,262.70519950596633,0.3539065301937188,253,True,True,True,True,True,False
14080455_b3lyp_1,1.6870097,191.02185764,76.39,0.910566224962207,5.0279,2.0,169.84631773761134,-2.498,-9.72,19,14,7.0,280.6116690054867,0.4425363024134498,71,True,True,True,True,True,False
14080455_b3lyp_0,1.4807783,191.02185764,76.39,0.6416538907785334,2.33912,2.0,169.84631773761134,-2.253,-9.847,19,14,7.0,280.6116690054867,0.40497467717121655,136,True,False,True,True,False,False
14080455_b3lyp,1.3083555,166.026608672,52.6,1.0509799074074075,1.61924,2.0,146.82649030517788,-1.961,-9.38,18,12,5.0,322.85765948990866,0.4067704694404779,131,True,True,True,True,True,False
140650304_b3lyp,0.5179145,220.052429496,30.21,5.755761071428571,3.19174,4.0,182.35917708032267,-1.572,-8.598,25,17,7.0,243.59177679455365,0.19003308605975772,466,True,False,False,False,False,False
138558_b3lyp,-0.069668174,94.041864812,17.07,2.345766712962963,5.29581,1.0,100.85675835336124,-0.5,-9.977,13,7,4.0,569.990422840371,0.3270635098944455,326,True,False,True,False,False,True
13839673_b3lyp_prop_2,1.1671178,187.02694302,60.17,2.169957185374149,5.0023,2.0,164.81561696211693,-1.794,-10.406,19,14,7.0,286.60556293836646,0.3525570011735769,258,True,True,True,True,True,False
13839673_b3lyp_prop_0,1.3207103,187.02694302,60.17,2.1297035402494333,4.55978,2.0,164.81561696211693,-1.929,-10.427,19,14,7.0,286.60556293836646,0.38053132361181696,183,True,True,True,True,True,False
13839673_b3lyp_1,1.4401352,174.006541924,83.96000000000001,0.8777785052910054,2.58718,2.0,141.22040791855022,-2.412,-11.373,15,13,6.0,308.051419769613,0.41890223390214026,104,True,False,True,True,False,False
13839673_b3lyp_0,1.4646856,174.006541924,83.96000000000001,0.982600818216175,4.22485,2.0,141.22040791855022,-2.578,-11.511,15,13,6.0,308.051419769613,0.4216921764223864,100,True,False,True,True,False,False
13839673_b3lyp,1.0381666,149.011292956,60.17,1.1686248148148148,2.02597,2.0,118.20058048611683,-2.039,-11.066,14,11,5.0,359.72416066959937,0.38653225149400583,173,True,True,True,True,True,False
134204124_b3lyp_prop_1,1.1412842,186.06807956,34.14,3.815208190428949,1.81785,1.0,202.8770580059225,-1.856,-9.783,24,14,8.0,288.0825255769028,0.3490125233993122,263,True,True,True,True,True,False
134204124_b3lyp_prop_0,1.0806212,186.06807956,34.14,3.8233716260393047,1.57528,1.0,202.8770580059225,-1.857,-9.789,24,14,7.0,288.0825255769028,0.3379637743100712,297,True,True,True,True,True,False
134204124_b3lyp_1,1.4781382,173.047678464,57.93,2.65726335600907,4.42566,1.0,179.28184896235584,-2.478,-10.238,20,13,7.0,309.75834385458217,0.4273992618542901,89,True,True,True,True,True,False
134204124_b3lyp_0,1.3790886,173.047678464,57.93,2.6646965561224487,4.4338,1.0,179.28184896235584,-2.481,-10.23,20,13,6.0,309.75834385458217,0.4093590220433465,127,True,True,True,True,True,False
134204124_b3lyp,0.904292,148.052429496,34.14,2.8217922222222223,0.987708,1.0,156.26202152992238,-1.959,-9.908,19,11,5.0,362.05391881351807,0.36398006626868085,232,True,True,True,True,True,False
13182761_b3lyp_prop_6,0.8594049,271.06332852800006,57.93,5.042696278659612,5.40706,3.0,257.95451506368954,-1.964,-9.834,30,21,9.0,197.7506975214165,0.22668395537727878,445,True,True,True,True,True,False
13182761_b3lyp_prop_5,0.6572317,271.06332852800006,57.93,5.055992801135886,3.69243,3.0,257.95451506368954,-2.028,-9.942,30,21,10.0,197.7506975214165,0.18986144263142155,467,True,True,True,True,True,False
13182761_b3lyp_prop_4,0.9243525,271.06332852800006,57.93,5.026850021101033,3.6242,3.0,257.95451506368954,-1.951,-9.79,30,21,9.0,197.7506975214165,0.2385130931794028,437,True,True,True,True,True,False
13182761_b3lyp_prop_1,0.7050754,271.06332852800006,57.93,5.094323447608254,5.71267,3.0,257.95451506368954,-2.056,-9.805,30,21,11.0,197.7506975214165,0.19741537333637615,459,True,True,False,True,False,False
13182761_b3lyp_prop_0,0.70984507,271.06332852800006,57.93,5.096828831659118,6.335,3.0,257.95451506368954,-2.057,-9.806,30,21,12.0,197.7506975214165,0.1941622938418452,462,True,False,False,True,False,False
13182761_b3lyp_5,1.2427466,258.042927432,81.72,3.5324781651549504,4.82383,3.0,234.35930602012283,-2.43,-10.71,26,20,9.0,207.7288566764321,0.3043448344105458,376,True,True,True,True,True,False
13182761_b3lyp_2,1.1687676,258.042927432,81.72,3.533508260844461,3.30846,3.0,234.35930602012283,-2.401,-10.829,26,20,10.0,207.7288566764321,0.2908707723253941,396,True,True,True,True,True,False
13182761_b3lyp_1,1.140726,258.042927432,81.72,3.5333637515747043,5.99924,3.0,234.35930602012283,-2.4,-10.823,26,20,9.0,207.7288566764321,0.2857634589308476,402,True,False,True,True,False,False
13182761_b3lyp_0,0.84899545,258.042927432,81.72,3.549599951761569,3.68097,3.0,234.35930602012283,-2.486,-10.908,26,20,10.0,207.7288566764321,0.23262955399691815,442,True,True,True,True,True,False
13182761_b3lyp,0.7207227,233.047678464,57.93,4.0651681224804745,4.32552,3.0,211.33947858768937,-2.119,-10.531,25,18,9.0,230.00856581014685,0.22677571332994292,444,True,True,True,True,True,False
130412007_b3lyp_prop_5,1.0928875,198.06807956,34.14,3.30821724702381,2.14741,2.0,207.81658393098928,-1.833,-9.52,25,15,8.0,270.6289797324518,0.32648168879635475,329,True,True,True,True,True,False
130412007_b3lyp_prop_4,1.0822674,198.06807956,34.14,3.322262493701184,1.20217,2.0,207.81658393098928,-1.83,-9.509,25,15,8.0,270.6289797324518,0.3245473988641038,334,True,True,True,True,True,False
130412007_b3lyp_prop_3,0.9107976,198.06807956,34.14,3.108567116874528,2.9829,2.0,207.81658393098928,-1.871,-9.133,25,15,8.0,270.6289797324518,0.2933170087922349,394,True,True,True,True,True,False
130412007_b3lyp_prop_2,1.0845374,198.06807956,34.14,3.194504851662887,2.1306,2.0,207.81658393098928,-1.78,-9.129,25,15,7.0,270.6289797324518,0.3249608464825883,332,True,True,True,True,True,False
130412007_b3lyp_prop_1,1.117115,198.06807956,34.14,3.402929777966742,1.93342,2.0,207.81658393098928,-1.879,-9.691,25,15,7.0,270.6289797324518,0.3308943249572053,312,True,True,True,True,True,False
130412007_b3lyp_prop_0,0.9326724,198.06807956,34.14,3.4050716076152687,1.62846,2.0,207.81658393098928,-1.914,-9.728,25,15,8.0,270.6289797324518,0.2973011471617951,388,True,True,True,True,True,False
130412007_b3lyp_4,1.4403001,185.047678464,57.93,2.1063140202191986,4.70455,2.0,184.22137488742257,-2.449,-9.944,21,14,7.0,289.67108765602296,0.4047217473708443,137,True,True,True,True,True,False
130412007_b3lyp_3,1.4499173,185.047678464,57.93,2.129509267290249,5.07058,2.0,184.22137488742257,-2.453,-9.94,21,14,7.0,289.67108765602296,0.4064733490668587,133,True,True,True,True,True,False
130412007_b3lyp_2,1.084705,185.047678464,57.93,1.7324360667044594,3.36615,2.0,184.22137488742257,-2.339,-10.112,21,14,7.0,289.67108765602296,0.3399559513055138,288,True,True,True,True,True,False
130412007_b3lyp_1,1.366238,185.047678464,57.93,1.907465357142857,4.267,2.0,184.22137488742257,-2.201,-10.106,21,14,6.0,289.67108765602296,0.3912325308047585,165,True,True,True,True,True,False
130412007_b3lyp_0,1.297105,185.047678464,57.93,1.9066519775132271,3.41315,2.0,184.22137488742257,-2.269,-10.195,21,14,6.0,289.67108765602296,0.378641109200602,189,True,True,True,True,True,False
130412007_b3lyp,0.8853828,160.052429496,34.14,2.3758338425925927,1.49655,2.0,161.20154745498914,-1.932,-9.63,20,12,5.0,334.90876994296747,0.3392035556708102,292,True,True,True,True,True,False
130029688_b3lyp_prop_0,1.7589544,210.042927432,81.72,2.564162775415721,7.83593,1.0,216.961202319856,-2.863,-10.434,22,16,8.0,255.20003431794908,0.4356696512921058,82,True,False,True,True,False,False
130029688_b3lyp_0,2.13285,197.022526336,105.51,1.553653384353741,4.27346,1.0,193.3659932762893,-3.411,-11.802,18,15,7.0,272.0651454721223,0.49915256623689497,23,True,False,True,False,False,False
130029688_b3lyp,1.9335669,172.027277368,81.72,1.539995480914588,6.19588,1.0,170.34616584385583,-2.989,-11.386,17,13,6.0,311.5957138252073,0.5109361665427844,17,True,False,True,True,False,False
130029677_b3lyp_prop_0,1.4916652,199.063328528,57.93,2.8682619912131515,5.75668,1.0,211.2373595132892,-2.243,-10.109,24,15,8.0,269.27592683827334,0.39804914549711234,155,True,True,True,True,True,False
130029677_b3lyp_0,1.8227514,186.042927432,81.72,1.787108042328042,0.00261943,1.0,187.6421504697225,-2.805,-11.328,20,14,7.0,288.1214729782252,0.4731611311927612,37,True,False,True,True,False,False
130029677_b3lyp,1.304789,161.047678464,57.93,1.879285,3.72973,1.0,164.62232303728905,-2.326,-10.872,19,12,5.0,332.8390871580996,0.41396498470412624,112,True,True,True,True,True,False
130029656_b3lyp_prop_1,1.5238235,185.047678464,57.93,2.550181296768707,6.47586,1.0,193.9413748874225,-2.338,-10.536,21,14,8.0,289.67108765602296,0.4199341342173867,102,True,False,True,True,False,False
130029656_b3lyp_prop_0,1.4134078,185.047678464,57.93,2.5650613378684803,4.59524,1.0,193.9413748874225,-2.324,-10.527,21,14,7.0,289.67108765602296,0.3998237356864266,149,True,True,True,True,True,False
130029656_b3lyp_1,1.9362465,172.027277368,81.72,1.4501577645502643,1.50349,1.0,170.34616584385583,-2.967,-11.436,17,13,7.0,311.5957138252073,0.5112068805728968,16,True,True,True,True,True,False
130029656_b3lyp_0,1.7487359,172.027277368,81.72,1.4819105735071805,4.71005,1.0,170.34616584385583,-2.972,-11.428,17,13,6.0,311.5957138252073,0.4770633472852079,33,True,True,True,True,True,False
130029656_b3lyp,1.4109461,147.0320284,57.93,1.556104768518518,3.87145,1.0,147.3263384114224,-2.48,-10.98,16,11,5.0,364.56657010173495,0.4582333681818176,51,True,True,True,True,True,False
130027375_b3lyp_prop_0,1.3666677,199.063328528,57.93,2.87416242063492,5.14526,1.0,211.2373595132892,-2.254,-10.103,24,15,7.0,269.27592683827334,0.3752829130065728,200,True,True,True,True,True,False
130027375_b3lyp_0,1.5471808,186.042927432,81.72,1.8098812396069528,5.99525,1.0,187.6421504697225,-2.835,-11.304,20,14,6.0,288.1214729782252,0.42297050361784055,96,True,False,True,True,False,False
130027375_b3lyp,1.3502755,161.047678464,57.93,1.870305388321995,5.06848,1.0,164.62232303728905,-2.351,-10.861,19,12,6.0,332.8390871580996,0.4222496130953921,98,True,True,True,True,True,False
129814774_b3lyp_prop_2,1.4188535,210.042927432,81.72,1.916471447467876,2.32522,1.0,216.961202319856,-2.484,-10.633,22,16,7.0,255.20003431794908,0.3737258818371497,203,True,True,True,True,True,False
129814774_b3lyp_prop_1,1.3862578,210.042927432,81.72,1.916094630574452,6.04121,1.0,216.961202319856,-2.462,-10.645,22,16,8.0,255.20003431794908,0.3677891102059089,217,True,False,True,True,False,False
129814774_b3lyp_prop_0,1.4738407,210.042927432,81.72,1.9101891661942552,5.98731,1.0,216.961202319856,-2.485,-10.658,22,16,9.0,255.20003431794908,0.38374089267088995,176,True,False,True,True,False,False
129814774_b3lyp_1,1.7425802,197.022526336,105.51,0.8209054365079362,6.50409,1.0,193.3659932762893,-3.138,-11.553,18,15,6.0,272.0651454721223,0.43596853244690525,81,True,False,True,True,False,False
129814774_b3lyp_0,1.7211987,197.022526336,105.51,0.8001055489417987,1.51745,1.0,193.3659932762893,-3.11,-11.592,18,15,7.0,272.0651454721223,0.4320978178220578,86,True,False,True,False,False,False
129814774_b3lyp,1.3280717,172.027277368,81.72,0.9390081216931214,3.58355,1.0,170.34616584385583,-2.626,-11.144,17,13,6.0,311.5957138252073,0.4015110654076552,144,True,True,True,True,True,False
129812261_b3lyp_prop_0,1.4890543,194.036779432,34.14,3.5445608193972027,2.33535,1.0,212.26366652938924,-2.159,-10.078,21,15,8.0,276.2515562554675,0.4030555152337952,140,True,True,True,True,True,False
129812261_b3lyp_0,1.792827,181.016378336,57.93,2.4596138236961447,3.87577,1.0,188.66845748582256,-2.745,-10.512,17,14,7.0,296.12216740626553,0.473998373873453,35,True,True,True,True,True,False
129812261_b3lyp,1.4934164,156.021129368,34.14,2.501943333333333,0.298468,1.0,165.6486300533891,-2.285,-10.216,16,12,5.0,343.56219895356605,0.45674730955357573,55,True,False,True,True,False,False
12913941_b3lyp_prop_4,1.0529792,202.06299418,43.370000000000005,2.2007771611237086,2.64893,2.0,201.94728470648369,-1.969,-10.074,25,15,8.0,265.2784717281719,0.3150082572363595,361,True,True,True,True,True,False
12913941_b3lyp_prop_2,1.100939,202.06299418,43.370000000000005,2.2766077683295536,2.60186,2.0,201.94728470648369,-1.974,-10.189,25,15,7.0,265.2784717281719,0.3237433328293542,336,True,True,True,True,True,False
12913941_b3lyp_prop_1,0.91982543,202.06299418,43.370000000000005,2.2496481353930458,1.77331,2.0,201.94728470648369,-2.048,-10.028,25,15,8.0,265.2784717281719,0.2907564832829217,397,True,True,True,True,True,False
12913941_b3lyp_prop_0,1.074768,202.06299418,43.370000000000005,2.263048509070295,3.57189,2.0,201.94728470648369,-1.917,-10.02,25,15,7.0,265.2784717281719,0.3189767046831826,349,True,True,True,True,True,False
12913941_b3lyp_3,1.4991485,189.042593084,67.16,1.0211106694066512,3.81585,2.0,178.35207566291697,-2.619,-10.483,21,14,7.0,283.54965626752016,0.41062936528567273,122,True,True,True,True,True,False
12913941_b3lyp_2,1.5157012,189.042593084,67.16,1.0006988303099016,2.79476,2.0,178.35207566291697,-2.615,-10.491,21,14,7.0,283.54965626752016,0.413644168218412,113,True,True,True,True,True,False
12913941_b3lyp_1,1.2627183,189.042593084,67.16,0.8753621164021164,3.63113,2.0,178.35207566291697,-2.381,-10.736,21,14,6.0,283.54965626752016,0.36756751283053357,218,True,True,True,True,True,False
12913941_b3lyp_0,1.0743759,189.042593084,67.16,0.7593109278155707,4.17296,2.0,178.35207566291697,-2.387,-10.67,21,14,7.0,283.54965626752016,0.3332640413844963,307,True,False,True,True,False,False
12913941_b3lyp,1.0038111,164.047344116,43.370000000000005,1.273637685185185,1.41198,2.0,155.33224823048354,-2.084,-10.188,20,12,5.0,326.753002785498,0.35436397109855544,249,True,True,True,True,True,False
12838779_b3lyp_prop_0,1.2245843,190.026608672,52.6,1.748879117535903,2.56594,2.0,176.14554215531135,-2.096,-9.305,20,14,7.0,282.0813498882758,0.3594681415904385,241,True,True,True,True,True,False
12838779_b3lyp_0,1.7388282,177.006207576,76.39,0.6172182123960693,3.27042,2.0,152.55033311174466,-2.784,-9.788,16,13,6.0,302.83097425198343,0.46943563688797896,42,True,False,True,True,False,False
12838779_b3lyp,1.2635057,152.010958608,52.6,0.7163768518518517,0.298733,2.0,129.53050567931123,-2.267,-9.452,15,11,5.0,352.6256447544558,0.42199554494601527,99,True,False,True,True,False,False
12754795_b3lyp_prop_1,1.5187885,171.0320284,57.93,2.2335230224867724,5.0082,1.0,176.6453902615558,-2.472,-10.597,18,13,7.0,313.4089140516145,0.437671890064416,79,True,True,True,True,True,False
12754795_b3lyp_1,2.0146337,158.011627304,81.72,1.2039344444444442,5.31223,1.0,153.05018121798912,-3.124,-11.506,14,12,5.0,339.2342905611728,0.543554427324159,7,True,True,True,True,True,False
12754795_b3lyp,1.475685,133.016378336,57.93,1.2314430555555556,3.39147,1.0,130.03035378555575,-2.637,-11.096,13,10,5.0,402.98016649865144,0.5002125024128254,22,True,True,True,True,True,False
12635763_b3lyp_prop_6,0.8558903,270.0680795600001,34.14,5.988586958144369,3.54999,3.0,264.2537394813896,-1.45,-9.463,31,21,9.0,198.47944405803094,0.22655314285941383,446,True,False,True,True,False,False
12635763_b3lyp_prop_5,0.75607693,270.0680795600001,34.14,6.018429705654211,1.84223,3.0,264.2537394813896,-1.665,-9.583,31,21,10.0,198.47944405803094,0.2082396653055843,456,True,False,True,True,False,False
12635763_b3lyp_prop_4,0.81588876,270.0680795600001,34.14,6.018949266311156,1.65802,3.0,264.2537394813896,-1.666,-9.57,31,21,11.0,198.47944405803094,0.21797106218434015,449,True,False,False,True,False,False
12635763_b3lyp_prop_3,0.928934,270.0680795600001,34.14,5.989286925619357,1.91474,3.0,264.2537394813896,-1.574,-9.426,31,21,10.0,198.47944405803094,0.23985370869770278,436,True,False,True,True,False,False
12635763_b3lyp_prop_2,0.8248774,270.0680795600001,34.14,6.009202654688419,1.90946,3.0,264.2537394813896,-1.671,-9.393,31,21,10.0,198.47944405803094,0.22081200178947877,447,True,False,True,True,False,False
12635763_b3lyp_prop_1,0.797444,270.0680795600001,34.14,6.014759447961284,1.89731,3.0,264.2537394813896,-1.66,-9.569,31,21,10.0,198.47944405803094,0.21579048728398056,452,True,False,True,True,False,False
12635763_b3lyp_prop_0,0.90827644,270.0680795600001,34.14,5.987544137928319,2.05231,3.0,264.2537394813896,-1.572,-9.226,31,21,9.0,198.47944405803094,0.23609910318264343,441,True,True,True,True,True,False
12635763_b3lyp,0.6589179,232.052429496,34.14,4.976087970364072,0.187723,3.0,217.63870300538937,-1.704,-9.808,26,18,8.0,230.99504885732244,0.21629423439916962,451,True,False,True,True,False,False
12587549_b3lyp_prop_4,1.1857344,214.06299418,51.21,2.0003820201089693,5.03566,2.0,216.6068106315504,-2.048,-10.314,26,16,9.0,250.40742092869894,0.3275007317772255,324,True,True,True,True,True,False
12587549_b3lyp_prop_3,1.1275421,214.06299418,51.21,2.0126998016660367,4.02609,2.0,216.6068106315504,-2.048,-10.301,26,16,8.0,250.40742092869894,0.3169019679537163,354,True,True,True,True,True,False
12587549_b3lyp_prop_2,1.121447,214.06299418,51.21,2.049679349017385,3.83977,2.0,216.6068106315504,-2.064,-10.035,26,16,7.0,250.40742092869894,0.31579183144477463,357,True,True,True,True,True,False
12587549_b3lyp_prop_1,1.0811226,214.06299418,51.21,2.04264489229025,2.92815,2.0,216.6068106315504,-2.117,-10.261,26,16,7.0,250.40742092869894,0.30844742162135697,372,True,True,True,True,True,False
12587549_b3lyp_prop_0,0.96202815,214.06299418,51.21,2.0227197160808768,2.02171,2.0,216.6068106315504,-2.15,-10.09,26,16,8.0,250.40742092869894,0.2867563228121147,400,True,True,True,True,True,False
12587549_b3lyp_3,1.6481156,201.042593084,75.0,0.8317241522581253,1.04664,2.0,193.01160158798365,-2.683,-10.685,22,15,8.0,266.6249050343894,0.4244606266406281,93,True,False,True,True,False,False
12587549_b3lyp_2,1.6146771,201.042593084,75.0,0.8607742219387753,3.27438,2.0,193.01160158798365,-2.681,-10.685,22,15,7.0,266.6249050343894,0.41837034324676825,107,True,True,True,True,True,False
12587549_b3lyp_1,1.3452312,201.042593084,75.0,0.7138945304232799,3.94547,2.0,193.01160158798365,-2.447,-10.751,22,15,6.0,266.6249050343894,0.3692952464011414,210,True,False,True,True,False,False
12587549_b3lyp_0,1.3999041,201.042593084,75.0,0.637176706349206,2.33178,2.0,193.01160158798365,-2.386,-10.803,22,15,6.0,266.6249050343894,0.3792530069735749,186,True,False,True,True,False,False
12587549_b3lyp,0.6146101,176.047344116,51.21,1.0756573677248675,2.49102,2.0,169.9917741555502,-2.173,-10.421,21,13,6.0,304.48038030933975,0.2659740802857078,416,True,True,True,True,True,False
12527779_b3lyp_prop_0,2.3773606,216.005873228,77.50999999999999,2.174319592545351,7.53105,2.0,196.95883608013915,-3.15,-10.835,20,16,8.0,248.15511489499883,0.5394342736120094,8,True,False,True,False,False,False
12527779_b3lyp_0,2.675571,202.985472132,101.29999999999998,1.2016324348072556,2.55399,2.0,173.36362703657247,-3.726,-11.732,16,15,7.0,264.07290002523564,0.588525462378835,2,True,False,True,False,False,True
12527779_b3lyp,1.2709814,177.990223164,77.50999999999999,1.1350673148148145,4.96271,2.0,150.34379960413904,-3.34,-11.356,15,13,5.0,301.15677892880205,0.37616645909057117,199,True,True,True,False,False,False
12506460_b3lyp_6,1.1399379,257.047678464,57.93,4.44466709207294,3.36042,3.0,240.6585304378228,-1.999,-9.961,27,20,8.0,208.53315077263412,0.2862519852057611,401,True,True,True,True,True,False
12506460_b3lyp_5,0.9317709,257.047678464,57.93,4.460826362906274,4.33213,3.0,240.6585304378228,-2.11,-10.036,27,20,9.0,208.53315077263412,0.24833781339084257,432,True,True,True,True,True,False
